id,Airline Name,Gender,Customer Type,Age,Travel Date,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Overall Satisfaction Rating,Satisfaction Level
121929,Cathay Pacific,Male,Loyal Customer,45,09-12-2010,Business travel,Business,1790,2,5,2,2,2,4,5,5,5,5,5,3,5,4,0,0,3.86,satisfied
30704,Lufthansa,Female,Loyal Customer,26,08-07-2022,Business travel,Eco Plus,680,5,5,5,5,5,5,5,5,1,4,5,1,3,5,12,27,4.21,satisfied
58896,Lufthansa,Male,disloyal Customer,26,02-08-2003,Business travel,Eco,888,2,2,2,3,5,2,5,5,4,3,3,2,4,5,51,30,3.36,neutral
26920,Emirates,Female,Loyal Customer,24,08-11-2008,Personal Travel,Eco,1660,2,1,2,3,3,2,5,3,1,4,2,2,2,3,0,2,2.5,dissatisfied
13884,ANA All Nippon Airways,Male,Loyal Customer,49,21-03-2022,Business travel,Eco,578,5,1,1,1,5,5,5,1,1,1,4,5,4,5,162,179,3.14,neutral
87681,Cathay Pacific,Female,Loyal Customer,17,05-06-2009,Business travel,Eco,606,5,1,4,1,5,5,4,5,5,1,2,5,3,5,15,15,3.64,neutral
81719,Qatar Airways,Female,Loyal Customer,39,28-11-2007,Business travel,Business,1487,3,3,3,3,4,4,5,4,4,4,4,4,4,3,7,0,3.71,neutral
85554,Emirates,Female,Loyal Customer,49,23-03-2021,Business travel,Business,317,0,1,1,1,3,4,5,4,4,4,4,4,4,5,0,0,3.14,neutral
12645,Singapore Airlines,Female,Loyal Customer,48,12-08-2016,Personal Travel,Eco,844,3,4,4,3,4,4,4,4,4,4,4,3,4,3,0,1,3.71,neutral
101275,ANA All Nippon Airways,Male,Loyal Customer,52,09-06-2021,Business travel,Business,3747,5,5,5,5,2,4,5,4,4,4,4,5,4,5,24,20,4.36,satisfied
95982,Singapore Airlines,Female,Loyal Customer,25,27-12-2005,Business travel,Business,2748,4,4,4,4,3,3,3,3,3,2,4,5,4,3,0,0,3.5,neutral
74610,Vistara,Female,Loyal Customer,16,26-07-2007,Business travel,Business,1503,3,5,5,5,3,3,3,3,2,4,3,2,3,3,0,0,3.36,neutral
76449,Singapore Airlines,Male,Loyal Customer,58,26-09-2002,Business travel,Business,1717,1,1,1,1,2,4,5,4,4,4,4,5,4,4,0,0,3.14,neutral
14030,Indigo,Male,disloyal Customer,8,26-02-2003,Business travel,Business,1117,4,3,4,3,3,4,3,3,4,5,4,4,3,3,0,7,3.57,neutral
69692,Cathay Pacific,Male,Loyal Customer,42,07-05-2013,Business travel,Business,1372,3,3,5,3,4,4,4,5,4,5,4,4,3,4,141,125,3.93,satisfied
47648,Air India,Female,Loyal Customer,52,26-08-2010,Business travel,Business,2768,4,1,1,1,2,4,4,4,4,3,4,2,4,4,0,0,3,neutral
52168,Vistara,Female,Loyal Customer,47,21-09-2017,Business travel,Eco,370,5,3,3,3,2,1,1,5,5,5,5,3,5,4,0,0,3.57,neutral
60251,Emirates,Female,Loyal Customer,69,11-10-2006,Personal Travel,Eco,1546,1,5,1,2,4,3,4,1,1,1,1,4,1,3,1,26,2.29,dissatisfied
35881,Qatar Airways,Female,Loyal Customer,47,23-01-2002,Personal Travel,Eco,1023,2,3,3,3,5,3,3,4,4,3,1,3,4,4,0,0,3.21,neutral
28852,Cathay Pacific,Female,Loyal Customer,41,03-05-2002,Business travel,Business,3636,1,1,1,1,3,5,4,4,4,4,4,5,4,2,0,0,3.07,neutral
55341,Air France,Female,Loyal Customer,40,02-10-2012,Personal Travel,Eco,1325,4,4,4,3,1,4,1,1,4,2,4,5,5,1,0,9,3.07,neutral
84553,Singapore Airlines,Female,Loyal Customer,56,02-05-2008,Personal Travel,Eco,2556,1,4,1,3,3,3,1,5,5,1,5,1,5,2,0,0,2.86,dissatisfied
100249,Emirates,Male,Loyal Customer,41,20-11-2014,Business travel,Business,1052,2,2,2,2,4,4,4,4,4,4,4,3,4,4,6,0,3.36,neutral
2463,Delta Air Lines,Female,Loyal Customer,40,08-12-2002,Business travel,Eco,773,3,4,4,4,3,3,3,3,2,5,4,4,4,3,15,26,3.5,neutral
22924,Vistara,Male,Loyal Customer,12,07-01-2011,Personal Travel,Business,817,2,3,2,2,1,2,1,1,1,3,5,3,2,1,0,0,2.07,dissatisfied
25542,Cathay Pacific,Male,Loyal Customer,59,14-12-2018,Personal Travel,Eco,516,4,5,3,4,1,3,1,1,5,3,4,5,4,1,3,0,3.14,neutral
115972,Emirates,Female,Loyal Customer,21,11-06-2018,Personal Travel,Eco,447,1,5,1,1,2,1,2,2,3,5,5,3,4,2,34,19,2.64,dissatisfied
2980,Indigo,Male,Loyal Customer,12,06-12-2006,Personal Travel,Eco,462,2,4,2,3,2,2,2,2,3,4,2,2,1,2,0,0,2.36,dissatisfied
125097,ANA All Nippon Airways,Male,Loyal Customer,31,07-11-2004,Business travel,Eco,361,1,5,5,5,1,1,1,1,2,5,3,4,4,1,0,0,2.79,dissatisfied
46701,Air France,Female,Loyal Customer,37,23-01-2006,Personal Travel,Eco,125,3,2,3,3,2,3,2,2,3,3,3,4,3,2,6,4,2.71,dissatisfied
108006,British Airways,Female,Loyal Customer,38,06-10-2003,Personal Travel,Eco,271,4,0,5,3,2,5,2,2,4,2,4,3,5,2,0,0,3.07,neutral
19578,Singapore Airlines,Male,Loyal Customer,45,01-07-2012,Personal Travel,Eco,173,2,5,0,1,2,0,5,2,5,5,4,4,4,2,0,0,2.93,dissatisfied
59508,Air France,Male,Loyal Customer,43,10-04-2005,Business travel,Business,1950,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0,3.79,neutral
56446,Delta Air Lines,Female,Loyal Customer,52,08-05-2002,Personal Travel,Eco,719,1,5,2,2,3,5,5,3,3,2,3,3,3,3,0,17,3.07,neutral
48800,Indigo,Female,Loyal Customer,57,23-09-2016,Business travel,Business,153,3,4,4,4,5,3,4,2,2,2,3,4,2,2,0,0,3.14,neutral
129592,Emirates,Female,Loyal Customer,13,20-06-2006,Personal Travel,Business,337,2,3,2,3,1,2,1,1,4,5,2,5,5,1,0,18,2.64,dissatisfied
114039,ANA All Nippon Airways,Female,Loyal Customer,45,22-01-2012,Business travel,Business,3732,5,5,5,5,5,5,5,5,5,5,5,3,5,4,17,0,4.79,very satisfied
66800,British Airways,Female,Loyal Customer,43,13-08-2016,Business travel,Business,3854,5,5,5,5,5,4,4,5,5,5,5,5,5,3,0,0,4.71,very satisfied
106799,Qatar Airways,Male,Loyal Customer,53,01-10-2000,Business travel,Eco,977,2,4,2,4,2,2,2,2,3,2,3,2,3,2,20,17,2.5,dissatisfied
47057,British Airways,Male,Loyal Customer,23,29-11-2021,Business travel,Business,3073,4,4,1,4,5,5,5,5,1,3,1,3,3,5,0,3,3.5,neutral
61824,Vistara,Female,Loyal Customer,16,22-07-2010,Personal Travel,Eco,1379,2,5,2,2,2,2,2,2,5,2,4,3,5,2,2,0,2.86,dissatisfied
68207,Indigo,Male,Loyal Customer,23,16-01-2009,Business travel,Eco,631,2,2,2,2,2,1,1,2,3,5,4,3,4,2,0,8,2.5,dissatisfied
125512,ANA All Nippon Airways,Male,Loyal Customer,45,05-04-2003,Personal Travel,Eco,666,2,5,2,4,4,2,4,4,4,5,5,4,5,4,0,0,3.86,satisfied
93019,Emirates,Female,Loyal Customer,46,14-05-2018,Business travel,Business,2820,2,2,2,2,2,1,2,5,5,5,5,2,5,3,1,0,3.07,neutral
87296,ANA All Nippon Airways,Female,Loyal Customer,49,03-07-2022,Personal Travel,Eco,577,2,5,2,2,3,4,5,1,1,2,1,4,1,3,23,2,2.57,dissatisfied
76748,Lufthansa,Female,Loyal Customer,40,09-09-2000,Business travel,Business,2808,4,3,3,3,3,3,4,3,3,3,4,4,3,3,7,2,3.29,neutral
85879,British Airways,Female,Loyal Customer,19,27-07-2001,Business travel,Business,2172,5,5,5,5,4,4,4,4,4,4,4,4,4,4,0,0,4.29,satisfied
63961,Air France,Female,Loyal Customer,48,22-09-2018,Personal Travel,Eco,1192,4,2,4,3,4,3,3,1,1,4,2,3,1,1,0,0,2.57,dissatisfied
94760,ANA All Nippon Airways,Female,Loyal Customer,64,16-02-2001,Business travel,Business,1773,2,4,3,4,5,3,3,2,2,3,2,4,2,4,0,0,3.07,neutral
49608,Air France,Female,Loyal Customer,38,08-08-2010,Business travel,Eco,109,5,3,3,3,5,5,5,5,5,2,4,1,1,5,31,,3.71,neutral
80520,Indigo,Male,Loyal Customer,23,04-08-2017,Personal Travel,Eco,1749,2,1,1,4,3,1,3,3,1,1,4,2,3,3,97,89,2.29,dissatisfied
23328,Air France,Female,Loyal Customer,38,01-03-2006,Business travel,Business,3753,2,2,2,2,1,1,5,4,4,4,4,4,4,1,0,0,2.86,dissatisfied
13560,Delta Air Lines,Male,Loyal Customer,41,15-02-2009,Personal Travel,Eco,214,1,4,1,2,2,1,1,2,4,3,5,4,5,2,16,34,2.64,dissatisfied
119121,Singapore Airlines,Male,Loyal Customer,29,29-10-2020,Personal Travel,Eco,1020,1,4,1,4,1,1,1,1,3,3,3,4,3,1,0,0,2.21,dissatisfied
42917,Vistara,Male,Loyal Customer,47,18-06-2004,Business travel,Eco Plus,368,5,1,2,1,4,5,4,4,5,5,2,4,3,4,0,0,3.5,neutral
52954,Cathay Pacific,Male,Loyal Customer,50,09-09-2023,Personal Travel,Eco Plus,1448,2,3,2,5,4,2,4,4,4,3,4,3,1,4,20,4,3.21,neutral
83112,Cathay Pacific,Female,Loyal Customer,18,31-10-2000,Personal Travel,Eco,1127,2,5,2,3,3,2,3,3,4,4,4,3,5,3,0,0,3.29,neutral
88574,Emirates,Female,Loyal Customer,20,20-09-2020,Personal Travel,Eco,545,2,0,2,3,5,2,1,5,3,4,3,3,1,5,4,0,2.79,dissatisfied
111570,ANA All Nippon Airways,Female,Loyal Customer,41,14-08-2016,Business travel,Business,3238,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0,3.5,neutral
28662,Indigo,Female,Loyal Customer,12,31-07-2017,Personal Travel,Eco,2466,2,4,2,3,1,2,1,1,4,4,5,4,4,1,0,0,2.71,dissatisfied
27177,Cathay Pacific,Female,Loyal Customer,36,02-05-2002,Personal Travel,Eco,2715,2,3,2,3,2,3,2,4,5,3,3,2,3,2,0,0,2.79,dissatisfied
129585,Delta Air Lines,Male,Loyal Customer,49,28-02-2000,Business travel,Business,337,3,4,3,3,4,5,5,4,4,4,4,5,4,3,10,0,3.93,satisfied
35759,British Airways,Female,Loyal Customer,55,12-05-2018,Personal Travel,Eco,1608,2,2,2,4,2,3,4,5,5,2,5,3,5,2,0,0,3.29,neutral
49475,Cathay Pacific,Female,Loyal Customer,43,26-11-2013,Business travel,Business,3004,3,3,3,3,2,4,3,2,2,2,3,1,2,2,0,0,2.5,dissatisfied
78904,Emirates,Female,disloyal Customer,49,24-11-2009,Business travel,Business,980,2,2,2,2,3,2,3,3,3,5,5,4,4,3,11,6,3.07,neutral
29619,Qatar Airways,Female,disloyal Customer,35,31-01-2017,Business travel,Eco,1462,1,1,1,1,3,1,3,3,1,5,1,3,2,3,0,0,2.07,dissatisfied
77512,British Airways,Male,Loyal Customer,45,15-04-2012,Business travel,Business,1521,1,1,3,1,3,5,4,5,5,5,5,4,5,4,0,0,3.64,neutral
31631,Air India,Female,Loyal Customer,28,06-01-2022,Business travel,Business,862,5,5,5,5,5,5,5,5,2,3,1,1,2,5,9,5,3.86,satisfied
38913,Emirates,Male,Loyal Customer,60,19-09-2012,Business travel,Business,1833,4,4,4,4,1,4,5,4,4,4,4,1,4,2,0,0,3.5,neutral
35366,Vistara,Male,Loyal Customer,35,18-02-2001,Business travel,Business,2398,2,4,2,4,1,3,2,2,2,2,2,4,2,3,0,9,2.5,dissatisfied
111817,Singapore Airlines,Female,disloyal Customer,38,22-09-2020,Business travel,Business,349,3,3,3,5,4,3,4,4,5,4,4,5,5,4,29,28,4,satisfied
12259,Lufthansa,Male,Loyal Customer,48,29-08-2013,Business travel,Business,1722,4,5,4,4,4,2,3,4,4,4,4,2,4,1,0,0,3.5,neutral
19790,Air France,Female,Loyal Customer,65,02-11-2005,Personal Travel,Eco,578,2,4,3,4,2,4,4,3,3,3,3,4,3,3,99,101,3.21,neutral
33260,Qatar Airways,Male,Loyal Customer,30,07-11-2020,Personal Travel,Eco Plus,163,3,5,3,2,1,3,1,1,4,2,4,5,5,1,9,11,2.86,dissatisfied
107079,Cathay Pacific,Female,Loyal Customer,51,07-08-2001,Personal Travel,Eco,395,2,4,5,1,2,4,5,3,3,5,3,1,3,1,0,0,3,neutral
15174,Air India,Male,disloyal Customer,23,08-05-2002,Business travel,Eco,416,5,0,5,2,4,5,4,4,3,5,5,3,2,4,18,4,3.64,neutral
23620,Delta Air Lines,Female,Loyal Customer,37,24-03-2016,Business travel,Eco,977,3,4,4,4,3,3,3,3,2,2,3,3,3,3,0,0,3.07,neutral
18128,Qatar Airways,Male,Loyal Customer,23,22-06-2007,Business travel,Business,3095,5,5,5,5,5,5,3,5,2,5,4,3,3,5,9,0,4.29,satisfied
105291,Lufthansa,Male,Loyal Customer,32,24-12-2019,Business travel,Business,738,4,4,4,4,4,4,4,4,4,2,4,3,3,4,0,3,3.71,neutral
56451,Air France,Male,Loyal Customer,67,02-05-2023,Personal Travel,Eco,719,3,3,3,4,1,3,1,1,2,2,3,1,5,1,24,14,2.36,dissatisfied
102068,Air France,Male,Loyal Customer,65,27-10-2023,Personal Travel,Business,226,1,4,1,1,5,5,4,4,4,1,4,5,4,3,37,20,3.29,neutral
57995,ANA All Nippon Airways,Female,Loyal Customer,48,13-11-2011,Business travel,Business,1943,1,1,1,1,3,5,5,5,5,5,5,4,5,5,0,0,3.64,neutral
146,Cathay Pacific,Male,Loyal Customer,60,28-01-2022,Business travel,Business,2371,4,4,4,4,2,4,5,4,4,4,4,3,4,3,66,61,3.79,neutral
18770,British Airways,Female,Loyal Customer,31,06-05-2020,Business travel,Business,551,3,1,1,1,3,3,3,3,3,4,3,4,4,3,53,48,2.79,dissatisfied
42774,Qatar Airways,Male,Loyal Customer,22,22-02-2020,Business travel,Eco Plus,493,4,1,5,5,4,4,4,4,2,4,2,3,4,4,19,6,3.57,neutral
13776,Indigo,Male,disloyal Customer,27,24-12-2003,Business travel,Eco,925,2,2,2,5,5,2,5,5,2,5,5,1,4,5,4,3,3.57,neutral
103702,Air India,Female,Loyal Customer,19,08-06-2012,Personal Travel,Eco,405,2,2,2,4,1,2,1,1,3,2,4,4,3,1,0,0,2.29,dissatisfied
69826,Emirates,Female,disloyal Customer,26,20-10-2006,Business travel,Eco,1055,3,3,3,4,4,3,4,4,3,5,4,2,4,4,0,0,3.57,neutral
57906,Vistara,Male,Loyal Customer,72,31-08-2003,Business travel,Eco,305,4,3,3,3,4,4,4,4,2,3,3,1,3,4,0,0,3.21,neutral
31358,Singapore Airlines,Female,Loyal Customer,34,23-11-2002,Business travel,Business,589,5,5,5,5,1,1,5,5,5,5,5,5,5,5,0,11,4.43,satisfied
92805,Vistara,Female,Loyal Customer,45,20-05-2000,Business travel,Business,1587,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0,3.36,neutral
104375,ANA All Nippon Airways,Male,Loyal Customer,51,12-06-2010,Business travel,Business,3090,2,4,4,4,3,3,4,2,2,2,2,4,2,1,0,0,2.79,dissatisfied
109896,Emirates,Female,disloyal Customer,26,20-12-2016,Business travel,Eco,804,2,2,2,3,4,2,3,4,1,4,4,1,4,4,7,0,2.86,dissatisfied
102955,Qatar Airways,Female,Loyal Customer,12,23-09-2017,Personal Travel,Eco,719,3,4,3,3,1,3,1,1,5,2,4,4,4,1,0,0,2.79,dissatisfied
44736,Singapore Airlines,Female,Loyal Customer,72,17-05-2004,Business travel,Eco Plus,67,2,5,3,5,2,3,4,3,3,2,3,4,3,3,28,18,3.21,neutral
28135,Air India,Male,Loyal Customer,45,25-01-2006,Business travel,Eco,550,4,2,4,4,4,4,4,4,4,4,3,5,5,4,0,0,3.93,satisfied
55871,Cathay Pacific,Female,Loyal Customer,22,08-02-2019,Business travel,Business,2809,2,2,2,2,5,5,5,5,3,4,4,5,4,5,36,28,3.79,neutral
8818,ANA All Nippon Airways,Female,Loyal Customer,53,25-04-2012,Personal Travel,Eco,552,4,4,4,1,4,5,4,5,5,4,5,4,5,5,0,0,4.21,satisfied
86148,Delta Air Lines,Female,disloyal Customer,33,06-11-2019,Business travel,Business,356,3,3,3,4,4,3,4,4,4,5,5,5,5,4,12,0,4,satisfied
120162,Vistara,Female,Loyal Customer,46,07-07-2023,Personal Travel,Business,119,4,0,4,1,5,5,4,4,4,4,4,3,4,3,13,32,3.5,neutral
117547,Emirates,Male,Loyal Customer,54,16-12-2006,Business travel,Business,1545,2,2,2,2,5,5,5,5,5,5,5,4,5,4,1,0,4,satisfied
112385,Indigo,Female,Loyal Customer,40,12-06-2006,Business travel,Eco,819,4,2,3,3,4,4,4,4,1,2,3,1,3,4,23,6,3,neutral
19908,Air India,Female,Loyal Customer,37,13-12-2019,Business travel,Business,1801,2,4,3,3,4,4,3,2,2,2,2,1,2,4,0,0,2.71,dissatisfied
45098,Air France,Female,Loyal Customer,35,13-08-2021,Business travel,Business,1658,2,2,5,2,1,2,1,5,5,5,3,3,5,3,6,6,3.14,neutral
43810,Air France,Female,disloyal Customer,26,16-06-2015,Business travel,Business,114,4,0,5,3,4,5,4,4,4,2,5,4,4,4,0,13,3.71,neutral
22981,Emirates,Female,Loyal Customer,62,04-05-2022,Business travel,Eco,128,4,3,3,3,2,5,1,5,5,4,5,3,5,1,0,16,3.5,neutral
68134,Air India,Male,Loyal Customer,58,31-03-2000,Business travel,Business,813,1,1,1,1,5,5,5,3,3,3,3,5,3,3,0,0,3,neutral
23518,Indigo,Female,Loyal Customer,55,27-09-2019,Personal Travel,Eco,349,2,3,2,3,2,3,5,2,2,2,2,5,2,3,0,0,2.71,dissatisfied
109188,ANA All Nippon Airways,Female,Loyal Customer,60,19-01-2015,Business travel,Business,1508,3,1,1,1,2,2,2,3,3,3,3,2,3,2,15,15,2.21,dissatisfied
1150,Singapore Airlines,Female,Loyal Customer,15,12-02-2023,Personal Travel,Eco,89,3,5,3,4,5,3,1,5,5,5,4,3,5,5,0,0,4,satisfied
44586,Emirates,Male,Loyal Customer,67,23-09-2020,Personal Travel,Eco,157,4,1,4,3,5,4,5,5,4,5,3,4,3,5,45,33,3.93,satisfied
84299,Qatar Airways,Male,Loyal Customer,43,15-02-2005,Business travel,Business,2828,0,1,1,2,5,5,4,3,3,3,3,5,3,5,39,41,3.07,neutral
103793,Singapore Airlines,Male,Loyal Customer,30,22-03-2006,Business travel,Business,3131,1,1,1,1,5,4,5,5,5,5,4,5,5,5,7,0,3.71,neutral
35032,Air India,Female,Loyal Customer,42,05-04-2022,Business travel,Eco,718,5,1,4,1,3,3,3,5,5,5,5,3,5,1,0,0,3.5,neutral
103291,Air France,Male,Loyal Customer,40,24-07-2013,Business travel,Business,1959,3,3,3,3,4,4,4,4,3,5,5,4,5,4,209,191,3.86,satisfied
93909,British Airways,Male,Loyal Customer,47,08-03-2012,Business travel,Business,3496,2,2,2,2,2,4,5,5,5,5,5,4,5,4,0,2,3.71,neutral
127925,Air India,Male,Loyal Customer,38,17-08-2004,Business travel,Business,2300,4,2,2,2,4,4,3,4,4,4,4,3,4,2,60,37,3.29,neutral
128097,Vistara,Female,Loyal Customer,25,01-07-2020,Personal Travel,Eco,2845,3,0,3,5,3,3,3,1,1,3,2,3,3,3,0,1,2.57,dissatisfied
26149,Air India,Male,disloyal Customer,26,30-06-2022,Business travel,Eco,406,3,5,3,4,3,3,3,5,5,4,1,3,4,3,149,138,3.5,neutral
95886,Air India,Male,Loyal Customer,66,18-02-2023,Personal Travel,Eco,580,2,4,2,3,4,2,4,4,5,3,5,3,4,4,26,13,3.5,neutral
125425,ANA All Nippon Airways,Female,Loyal Customer,69,04-04-2020,Business travel,Eco,735,1,4,4,4,3,3,4,1,1,1,1,4,1,2,12,4,2.43,dissatisfied
120078,Lufthansa,Female,Loyal Customer,22,17-06-2016,Business travel,Business,1722,2,5,5,5,2,2,2,2,2,4,3,3,3,2,0,53,3,neutral
60625,Air India,Male,Loyal Customer,8,12-02-2005,Personal Travel,Eco Plus,1201,2,5,2,3,3,2,3,3,4,2,1,5,5,3,24,14,3.07,neutral
115031,Air France,Female,disloyal Customer,37,28-05-2000,Business travel,Business,372,5,5,5,4,4,5,4,4,4,4,5,3,4,4,11,0,4.29,satisfied
37077,Air France,Female,Loyal Customer,69,31-03-2020,Personal Travel,Eco,1072,1,5,1,5,4,4,4,1,1,1,1,4,1,4,18,7,2.64,dissatisfied
69252,Singapore Airlines,Male,Loyal Customer,28,14-07-2017,Business travel,Eco,733,4,2,2,2,4,4,4,4,3,4,3,3,4,4,15,22,3.36,neutral
12194,Delta Air Lines,Male,Loyal Customer,51,06-10-2004,Business travel,Eco Plus,1075,2,4,1,4,2,2,2,2,1,2,4,4,3,2,5,0,2.5,dissatisfied
80188,Qatar Airways,Female,Loyal Customer,46,11-02-2017,Personal Travel,Eco,2586,3,1,3,3,3,4,4,2,4,4,3,4,1,4,59,57,3.07,neutral
10430,Air France,Male,disloyal Customer,39,03-09-2019,Business travel,Business,140,4,4,4,3,4,4,2,4,3,4,4,4,4,4,0,7,3.71,neutral
21262,Qatar Airways,Female,disloyal Customer,21,14-11-2019,Business travel,Eco Plus,903,4,3,4,4,1,4,1,1,4,5,3,1,4,1,35,28,2.86,dissatisfied
55236,Qatar Airways,Male,Loyal Customer,46,08-07-2007,Business travel,Business,2423,4,4,4,4,2,4,4,4,4,4,4,5,4,5,1,0,4,satisfied
126917,Lufthansa,Female,Loyal Customer,36,04-04-2000,Business travel,Business,3130,2,2,2,2,5,5,5,5,5,5,5,5,5,3,62,65,4,satisfied
112190,Delta Air Lines,Male,Loyal Customer,60,10-10-2020,Business travel,Business,2198,3,3,3,3,3,4,4,4,4,4,4,3,4,3,23,4,3.5,neutral
16342,ANA All Nippon Airways,Male,Loyal Customer,23,16-08-2006,Business travel,Eco Plus,602,2,5,5,5,2,2,1,2,3,4,4,4,4,2,21,44,3.21,neutral
2201,Vistara,Male,Loyal Customer,52,18-05-2013,Personal Travel,Eco,685,4,4,4,5,4,4,4,4,3,4,5,5,4,4,0,0,4.14,satisfied
53687,Qatar Airways,Male,Loyal Customer,36,17-04-2010,Business travel,Eco,1208,4,5,5,5,4,4,4,4,2,1,2,2,3,4,3,0,3.5,neutral
47168,Air India,Male,Loyal Customer,41,19-04-2011,Business travel,Business,2789,3,3,2,3,4,3,3,4,4,3,4,3,4,5,10,0,3.43,neutral
8782,British Airways,Male,Loyal Customer,45,11-11-2016,Business travel,Business,3305,2,2,2,2,3,5,5,4,4,4,4,4,4,3,8,0,3.43,neutral
75468,Air India,Male,Loyal Customer,67,08-03-2005,Personal Travel,Eco,2342,3,4,3,3,5,3,2,5,4,2,3,1,4,5,0,0,3.36,neutral
663,Qatar Airways,Female,Loyal Customer,45,10-02-2010,Business travel,Business,3712,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,0,4.21,satisfied
74740,Indigo,Female,Loyal Customer,56,16-12-2012,Personal Travel,Eco,1431,3,5,3,3,4,5,5,1,1,3,1,2,1,5,91,76,3,neutral
117904,Emirates,Female,disloyal Customer,62,02-03-2000,Business travel,Eco,255,3,3,2,2,2,2,2,2,1,5,3,1,3,2,113,107,2.36,dissatisfied
59599,Air India,Female,Loyal Customer,30,25-03-2004,Business travel,Business,3720,2,1,1,1,2,3,2,2,2,4,3,3,4,2,27,12,2.29,dissatisfied
29479,ANA All Nippon Airways,Male,Loyal Customer,48,06-04-2017,Business travel,Eco,1107,4,5,5,5,4,4,4,4,3,5,4,1,2,4,0,0,3.86,satisfied
105096,Singapore Airlines,Female,Loyal Customer,32,14-02-2016,Business travel,Business,2999,2,2,2,2,4,4,4,4,3,4,5,3,4,4,28,11,3.36,neutral
94421,Delta Air Lines,Female,Loyal Customer,30,27-12-2005,Business travel,Business,2438,0,1,1,1,2,2,2,2,5,3,5,3,4,2,38,28,2.36,dissatisfied
49058,Vistara,Female,disloyal Customer,40,25-06-2017,Business travel,Business,156,1,1,1,5,4,1,2,4,2,4,5,5,2,4,0,0,2.93,dissatisfied
47795,Qatar Airways,Male,Loyal Customer,42,12-12-2009,Business travel,Business,3665,5,5,5,5,5,5,4,4,4,4,4,4,4,3,83,92,4.36,satisfied
125451,Emirates,Female,Loyal Customer,52,13-07-2023,Business travel,Business,2917,5,5,5,5,5,5,5,3,4,4,4,5,3,5,15,32,4.5,very satisfied
96114,Vistara,Male,Loyal Customer,50,23-06-2003,Business travel,Business,1235,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0,4.5,very satisfied
23241,British Airways,Female,Loyal Customer,18,18-11-2023,Personal Travel,Eco Plus,549,2,5,2,3,2,2,2,2,5,5,4,5,4,2,0,0,3.21,neutral
106258,Cathay Pacific,Male,Loyal Customer,30,15-03-2017,Business travel,Business,1500,3,3,3,3,5,4,5,5,4,3,4,3,5,5,0,0,3.93,satisfied
64874,Vistara,Female,disloyal Customer,26,08-06-2019,Business travel,Eco,190,3,2,3,3,1,3,1,1,4,5,4,3,3,1,0,0,2.64,dissatisfied
100136,Cathay Pacific,Male,disloyal Customer,37,04-05-2007,Business travel,Business,468,4,4,4,4,4,4,4,4,4,4,4,4,5,4,0,0,4.07,satisfied
51774,Cathay Pacific,Male,Loyal Customer,64,22-10-2020,Personal Travel,Eco,261,1,4,0,3,1,0,1,1,3,1,3,3,4,1,0,0,1.86,very dissatisfied
124301,Cathay Pacific,Male,disloyal Customer,21,05-02-2018,Business travel,Business,255,5,0,5,1,2,5,2,2,5,4,5,3,4,2,0,0,3.21,neutral
36127,Emirates,Female,Loyal Customer,52,23-07-2008,Business travel,Business,1609,3,2,4,4,3,4,4,3,3,3,3,1,3,3,0,8,3.07,neutral
121855,ANA All Nippon Airways,Female,Loyal Customer,52,03-12-2010,Business travel,Business,413,5,5,5,5,5,5,4,5,5,5,5,4,5,3,4,2,4.71,very satisfied
52648,Air France,Female,Loyal Customer,29,23-02-2009,Personal Travel,Eco,119,2,2,2,2,5,2,2,5,4,5,3,2,3,5,0,0,3.14,neutral
38803,Singapore Airlines,Female,Loyal Customer,13,21-07-2014,Personal Travel,Eco,387,2,1,2,3,1,2,1,1,4,1,3,1,4,1,16,12,1.93,very dissatisfied
39916,Cathay Pacific,Male,Loyal Customer,28,07-10-2005,Business travel,Business,1087,1,1,3,1,5,5,5,5,3,2,4,5,5,5,0,0,3.57,neutral
95301,Air India,Male,Loyal Customer,13,17-12-2009,Personal Travel,Eco,323,2,4,2,3,2,2,2,2,1,5,4,4,4,2,15,7,2.79,dissatisfied
16505,ANA All Nippon Airways,Male,Loyal Customer,16,18-04-2007,Personal Travel,Eco,282,2,5,2,3,5,2,5,5,3,3,5,5,4,5,8,16,3.86,satisfied
63771,ANA All Nippon Airways,Male,Loyal Customer,58,04-03-2012,Business travel,Business,1721,3,3,3,3,3,4,5,4,4,4,4,4,4,5,18,0,3.79,neutral
51960,Air India,Male,disloyal Customer,24,11-12-2007,Business travel,Eco,347,3,0,3,1,5,3,5,5,3,5,4,5,3,5,0,0,3.57,neutral
111305,Air India,Male,Loyal Customer,25,23-04-2020,Business travel,Business,3465,2,4,4,4,2,2,2,2,4,5,3,4,3,2,0,0,3.07,neutral
114340,Indigo,Male,Loyal Customer,34,23-01-2007,Personal Travel,Eco,948,2,4,2,2,4,2,4,4,4,3,4,3,5,4,0,0,3.36,neutral
